"Kennziffer";"Berufsgruppe";"Gültig"
"92294";"Führungskr.-Öffentlichkeitsarbeit";"J"
"923";"Verlags- & Medienwirtschaft";"J"
"9230";"Verlags- & Medienkaufleute (o.Spez.)";"J"
"92302";"Verlags- & Medienkaufleute (o.Spez.)-fachl.ausg.Tät.";"J"
"92303";"Verlags- & Medienkaufleute (o.Spez.)-kompl.Spez.tät.";"J"
"92304";"Verlags- & Medienkaufleute (o.Spez.)-hoch kompl.Tät.";"J"
"9238";"Verlags- & Medienkaufleute (sonst.spez.Tät.)";"J"
"92382";"Verlags- & Medienkaufleute (sonst.spez.Tät.)-fachl.ausg.Tät.";"J"
"92383";"Verlags- & Medienkaufleute (sonst.spez.Tät.)-kompl.Spez.tät.";"J"
"92384";"Verlags- & Medienkaufleute (sonst.spez.Tät.)-hoch kompl.Tät.";"J"
"9239";"Führungskr.-Verlags- & Medienwirtschaft";"J"
"92394";"Führungskr.-Verlags- & Medienwirtschaft";"J"
"924";"Redaktion & Journalismus";"J"
"9241";"Redakteure/-innen & Journalisten/-innen";"J"
"92412";"Redakteure/-innen & Journalisten/-innen-fachl.ausg.Tät.";"J"
"92413";"Redakteure/-innen & Journalisten/-innen-kompl.Spez.tät.";"J"
"92414";"Redakteure/-innen & Journalisten/-innen-hoch kompl.Tät.";"J"
"9242";"Lektoren/Lektorinnen";"J"
"92424";"Lektoren/Lektorinnen-hoch kompl.Tät.";"J"
"9243";"Autoren/Autorinnen & Schriftsteller/innen";"J"
"92434";"Autoren/Autorinnen & Schriftsteller/innen-hoch kompl.Tät.";"J"
"9249";"Führungskr.-Redaktion & Journalismus";"J"
"92494";"Führungskr.-Redaktion & Journalismus";"J"
"93";"Produktd. & kunsth.Berufe, bild. Kunst, Musikinstrumentenbau";"J"
"931";"Produkt- & Industriedesign";"J"
"9310";"Berufe Produkt- & Industriedesign";"J"
"93102";"Berufe Produkt- & Industriedesign-fachl.ausg.Tät.";"J"
"93103";"Berufe Produkt- & Industriedesign-kompl.Spez.tät.";"J"
"93104";"Berufe Produkt- & Industriedesign-hoch kompl.Tät.";"J"
"932";"Innenarchitektur, visuelles Marketing, Raumausstattung";"J"
"9321";"Berufe Innenarchitektur";"J"
"93212";"Berufe Innenarchitektur-fachl.ausg.Tät.";"J"
"93213";"Berufe Innenarchitektur-kompl.Spez.tät.";"J"
"93214";"Berufe Innenarchitektur-hoch kompl.Tät.";"J"
"9322";"Berufe visuelles Marketing";"J"
"93222";"Berufe visuelles Marketing-fachl.ausg.Tät.";"J"
"93223";"Berufe visuelles Marketing-kompl.Spez.tät.";"J"
"9323";"Berufe Raumausstattung";"J"
"93232";"Berufe Raumausstattung-fachl.ausg.Tät.";"J"
"93233";"Berufe Raumausstattung-kompl.Spez.tät.";"J"
"9329";"Aufsichtskr.-Innenarchitektur, vis. Marketing, Raumausstatt.";"J"
"93293";"Aufsichtskr.-Innenarchitektur, vis. Marketing, Raumausstatt.";"J"
"933";"Kunsthandwerk & bildende Kunst";"J"
"9330";"Berufe Kunsthandwerk & bild. Kunst (o.Spez.)";"J"
"93302";"Berufe Kunsthandwerk & bild. Kunst (o.Spez.)-fachl.ausg.Tät.";"J"
"93303";"Berufe Kunsthandwerk & bild. Kunst (o.Spez.)-kompl.Spez.tät.";"J"
"93304";"Berufe Kunsthandwerk & bild. Kunst (o.Spez.)-hoch kompl.Tät.";"J"
"9331";"Berufe Bildhauerei";"J"
"93312";"Berufe Bildhauerei-fachl.ausg.Tät.";"J"
"93313";"Berufe Bildhauerei-kompl.Spez.tät.";"J"
"9332";"Kunstmaler/innen & Zeichner/innen";"J"
"93323";"Kunstmaler/innen & Zeichner/innen-kompl.Spez.tät.";"J"
"9333";"Berufe Drechslerei & Spielzeugherstellung";"J"
"93332";"Berufe Drechslerei & Spielzeugherstellung-fachl.ausg.Tät.";"J"
"93333";"Berufe Drechslerei & Spielzeugherstellung-kompl.Spez.tät.";"J"
"9334";"Berufe Vergolderhandwerk";"J"
"93342";"Berufe Vergolderhandwerk-fachl.ausg.Tät.";"J"
"93343";"Berufe Vergolderhandwerk-kompl.Spez.tät.";"J"
"9335";"Berufe Wachszieherei";"J"
"93352";"Berufe Wachszieherei-fachl.ausg.Tät.";"J"
"9338";"Berufe Kunsth.& bild.Kunst (sonst.spez.Tät.)";"J"
"93382";"Berufe Kunsth.& bild.Kunst (sonst.spez.Tät.)-fachl.ausg.Tät.";"J"
"93383";"Berufe Kunsth.& bild.Kunst (sonst.spez.Tät.)-kompl.Spez.tät.";"J"
"9339";"Aufsichtskr.-Kunsthandwerk & bildende Kunst";"J"
"93393";"Aufsichtskr.-Kunsthandwerk & bildende Kunst";"J"
"934";"Kunsthandwerkliche Keramik- & Glasgestaltung";"J"
"9341";"Berufe kunsthandwerkliche Keramikgestaltung";"J"
"93412";"Berufe kunsthandwerkliche Keramikgestaltung-fachl.ausg.Tät.";"J"
"93413";"Berufe kunsthandwerkliche Keramikgestaltung-kompl.Spez.tät.";"J"
"9342";"Berufe kunsth. Glas-, Keram- & Porzellanmal.";"J"
"93422";"Berufe kunsth. Glas-, Keram- & Porzellanmal.-fachl.ausg.Tät.";"J"
"9343";"Berufe kunsthandwerkliche Glasbläserei";"J"
"93432";"Berufe kunsthandwerkliche Glasbläserei-fachl.ausg.Tät.";"J"
"93433";"Berufe kunsthandwerkliche Glasbläserei-kompl.Spez.tät.";"J"
"9349";"Aufsichtskr.-Kunsthandwerkliche Keramik- & Glasgestaltung";"J"
"93493";"Aufsichtskr.-Kunsthandwerkliche Keramik- & Glasgestaltung";"J"
"935";"Kunsthandwerkliche Metallgestaltung";"J"
"9351";"Berufe kunsthandwerkliche Metallgestaltung";"J"
"93512";"Berufe kunsthandwerkliche Metallgestaltung-fachl.ausg.Tät.";"J"
"93513";"Berufe kunsthandwerkliche Metallgestaltung-kompl.Spez.tät.";"J"
"9352";"Kunsth.Schmuckwarenh,Edelst.&Edelmetallbear.";"J"
"93522";"Kunsth.Schmuckwarenh,Edelst.&Edelmetallbear.-fachl.ausg.Tät.";"J"
"93523";"Kunsth.Schmuckwarenh,Edelst.&Edelmetallbear.-kompl.Spez.tät.";"J"
"93524";"Kunsth.Schmuckwarenh,Edelst.&Edelmetallbear.-hoch kompl.Tät.";"J"
"9353";"Berufe Gravur";"J"
"93532";"Berufe Gravur-fachl.ausg.Tät.";"J"
"9354";"Berufe Schilder- & Lichtreklameherstellung";"J"
"93542";"Berufe Schilder- & Lichtreklameherstellung-fachl.ausg.Tät.";"J"
"9359";"Aufsichtskr.-Kunsthandwerkliche Metallgestaltung";"J"
"93593";"Aufsichtskr.-Kunsthandwerkliche Metallgestaltung";"J"
"936";"Musikinstrumentenbau";"J"
"9360";"Berufe Musikinstrumentenbau (o.Spez.)";"J"
"93602";"Berufe Musikinstrumentenbau (o.Spez.)-fachl.ausg.Tät.";"J"
"93603";"Berufe Musikinstrumentenbau (o.Spez.)-kompl.Spez.tät.";"J"
"93604";"Berufe Musikinstrumentenbau (o.Spez.)-hoch kompl.Tät.";"J"
"9361";"Berufe Streich- & Zupfinstrumentenbau";"J"
"93612";"Berufe Streich- & Zupfinstrumentenbau-fachl.ausg.Tät.";"J"
"93613";"Berufe Streich- & Zupfinstrumentenbau-kompl.Spez.tät.";"J"
"9362";"Berufe Holzblasinstrumentenbau";"J"
"93622";"Berufe Holzblasinstrumentenbau-fachl.ausg.Tät.";"J"
"93623";"Berufe Holzblasinstrumentenbau-kompl.Spez.tät.";"J"
"9363";"Berufe Metallblasinstrumentenbau";"J"
"93632";"Berufe Metallblasinstrumentenbau-fachl.ausg.Tät.";"J"
"93633";"Berufe Metallblasinstrumentenbau-kompl.Spez.tät.";"J"
"9364";"Berufe Klavier- & Cembalobau";"J"
"93642";"Berufe Klavier- & Cembalobau-fachl.ausg.Tät.";"J"
"93643";"Berufe Klavier- & Cembalobau-kompl.Spez.tät.";"J"
"9365";"Berufe Orgel- & Harmoniumbau";"J"
"93652";"Berufe Orgel- & Harmoniumbau-fachl.ausg.Tät.";"J"
"93653";"Berufe Orgel- & Harmoniumbau-kompl.Spez.tät.";"J"
"9368";"Berufe Musikinstrumentenb. (sonst.spez.Tät.)";"J"
"93682";"Berufe Musikinstrumentenb. (sonst.spez.Tät.)-fachl.ausg.Tät.";"J"
"93683";"Berufe Musikinstrumentenb. (sonst.spez.Tät.)-kompl.Spez.tät.";"J"
"9369";"Aufsichtskr.-Musikinstrumentenbau";"J"
"93693";"Aufsichtskr.-Musikinstrumentenbau";"J"
"94";"Darstellende & unterhaltende Berufe";"J"
"941";"Musik-, Gesangs- & Dirigententätigkeiten";"J"
"9411";"Musiker/innen";"J"
"94114";"Musiker/innen-hoch kompl.Tät.";"J"
"9412";"Sänger/innen";"J"
"94124";"Sänger/innen-hoch kompl.Tät.";"J"
"9413";"Dirigenten/Dirigentinnen";"J"
"94134";"Dirigenten/Dirigentinnen-hoch kompl.Tät.";"J"
"9414";"Komponisten/Komponistinnen";"J"
"94144";"Komponisten/Komponistinnen-hoch kompl.Tät.";"J"
"9418";"Musik-,Ges.-&Dirigententät.(sonst.spez.Tät.)";"J"
"94183";"Musik-,Ges.-&Dirigententät.(sonst.spez.Tät.)-kompl.Spez.tät.";"J"
"94184";"Musik-,Ges.-&Dirigententät.(sonst.spez.Tät.)-hoch kompl.Tät.";"J"
"942";"Schauspiel, Tanz & Bewegungskunst";"J"
"9421";"Schauspieler/innen";"J"
"94214";"Schauspieler/innen-hoch kompl.Tät.";"J"
"9422";"Tänzer/innen & Choreografen/Choreografinnen";"J"
"94224";"Tänzer/innen & Choreografen/Choreografinnen-hoch kompl.Tät.";"J"
"9423";"Mannequins, Dressmen & sonstige Models";"J"
"94232";"Mannequins, Dressmen & sonstige Models-fachl.ausg.Tät.";"J"
"9424";"Athleten/Athletinnen & Berufssportler/innen";"J"
"94243";"Athleten/Athletinnen & Berufssportler/innen-kompl.Spez.tät.";"J"
"9425";"Berufe personenbezogene Dienstleistungen";"J"
"94252";"Berufe personenbezogene Dienstleistungen-fachl.ausg.Tät.";"J"
"9428";"Schausp.,Tanz & Bewegungsk.(sonst.spez.Tät.)";"J"
"94283";"Schausp.,Tanz & Bewegungsk.(sonst.spez.Tät.)-kompl.Spez.tät.";"J"
"943";"Moderation & Unterhaltung";"J"
"9430";"Berufe Moderation & Unterhaltung (o.Spez.)";"J"
"94303";"Berufe Moderation & Unterhaltung (o.Spez.)-kompl.Spez.tät.";"J"
"9431";"Komiker/innen & Kabarettisten/-innen";"J"
"94313";"Komiker/innen & Kabarettisten/-innen-kompl.Spez.tät.";"J"
"9432";"Zauberer/-innen & Illusionisten/-innen";"J"
"94323";"Zauberer/-innen & Illusionisten/-innen-kompl.Spez.tät.";"J"
"9433";"Hörfunk-& Fernsehmoderatoren/-moderatorinnen";"J"
"94334";"Hörfunk-& Fernsehmoderatoren/-moderatorinnen-hoch kompl.Tät.";"J"
"9434";"Berufe Glücks- & Wettspiel";"J"
"94342";"Berufe Glücks- & Wettspiel-fachl.ausg.Tät.";"J"
"9438";"Berufe Moderat.&Unterhalt. (sonst.spez.Tät.)";"J"
"94383";"Berufe Moderat.&Unterhalt. (sonst.spez.Tät.)-kompl.Spez.tät.";"J"
"944";"Theater-, Film- & Fernsehproduktion";"J"
"9440";"Berufe Theater-, Film-&Fernsehprod.(o.Spez.)";"J"
"94402";"Berufe Theater-, Film-&Fernsehprod.(o.Spez.)-fachl.ausg.Tät.";"J"
"94403";"Berufe Theater-, Film-&Fernsehprod.(o.Spez.)-kompl.Spez.tät.";"J"
"94404";"Berufe Theater-, Film-&Fernsehprod.(o.Spez.)-hoch kompl.Tät.";"J"
"9441";"Berufe Regie";"J"
"94413";"Berufe Regie-kompl.Spez.tät.";"J"
"94414";"Berufe Regie-hoch kompl.Tät.";"J"
"9448";"Theater-,Film-&Fernsehprod.(sonst.spez.Tät.)";"J"
"94482";"Theater-,Film-&Fernsehprod.(sonst.spez.Tät.)-fachl.ausg.Tät.";"J"
"94483";"Theater-,Film-&Fernsehprod.(sonst.spez.Tät.)-kompl.Spez.tät.";"J"
"94484";"Theater-,Film-&Fernsehprod.(sonst.spez.Tät.)-hoch kompl.Tät.";"J"
"9449";"Aufsichts- & Führungskr.-Theater-, Film- & Fernsehproduktion";"J"
"94493";"Aufsichtskr.-Theater-, Film- & Fernsehproduktion";"J"
"94494";"Führungskr.-Theater-, Film- & Fernsehproduktion";"J"
"945";"Veranstaltungs-, Kamera- & Tontechnik";"J"
"9451";"Berufe Veranstaltungs- & Bühnentechnik";"J"
"94512";"Berufe Veranstaltungs- & Bühnentechnik-fachl.ausg.Tät.";"J"
"94513";"Berufe Veranstaltungs- & Bühnentechnik-kompl.Spez.tät.";"J"
"94514";"Berufe Veranstaltungs- & Bühnentechnik-hoch kompl.Tät.";"J"
"9452";"Berufe Kameratechnik";"J"
"94522";"Berufe Kameratechnik-fachl.ausg.Tät.";"J"
"94523";"Berufe Kameratechnik-kompl.Spez.tät.";"J"
"9453";"Berufe Bild- & Tontechnik";"J"
"94532";"Berufe Bild- & Tontechnik-fachl.ausg.Tät.";"J"
"94533";"Berufe Bild- & Tontechnik-kompl.Spez.tät.";"J"
"94534";"Berufe Bild- & Tontechnik-hoch kompl.Tät.";"J"
"9458";"Berufe Veran.,Kamera-&Tont.(sonst.spez.Tät.)";"J"
"94582";"Berufe Veran.,Kamera-&Tont.(sonst.spez.Tät.)-fachl.ausg.Tät.";"J"
"9459";"Aufsichtskr.-Veranstaltungs-, Kamera- & Tontechnik";"J"
"94593";"Aufsichtskr.-Veranstaltungs-, Kamera- & Tontechnik";"J"
"946";"Bühnen- & Kostümbildnerei, Requisite";"J"
"9461";"Berufe Bühnen- & Kostümbildnerei";"J"
"94612";"Berufe Bühnen- & Kostümbildnerei-fachl.ausg.Tät.";"J"
"94613";"Berufe Bühnen- & Kostümbildnerei-kompl.Spez.tät.";"J"
"94614";"Berufe Bühnen- & Kostümbildnerei-hoch kompl.Tät.";"J"
"9462";"Berufe Requisite";"J"
"94622";"Berufe Requisite-fachl.ausg.Tät.";"J"
"94623";"Berufe Requisite-kompl.Spez.tät.";"J"
"9469";"Aufsichtskr.-Bühnen-& Kostümbildnerei, Requisite";"J"
"94693";"Aufsichtskr.-Bühnen- & Kostümbildnerei, Requisite";"J"
"947";"Museumstechnik & -management";"J"
"9470";"Museumsberufe (o.Spez.)";"J"
"94704";"Museumsberufe (o.Spez.)-hoch kompl.Tät.";"J"
"9471";"Berufe Museums- & Ausstellungstechnik";"J"
"94712";"Berufe Museums- & Ausstellungstechnik-fachl.ausg.Tät.";"J"
"94713";"Berufe Museums- & Ausstellungstechnik-kompl.Spez.tät.";"J"
"94714";"Berufe Museums- & Ausstellungstechnik-hoch kompl.Tät.";"J"
"9472";"Kunstsachverständige";"J"
"94724";"Kunstsachverständige-hoch kompl.Tät.";"J"
"9479";"Führungskr.-Museum";"J"
"94794";"Führungskr.-Museum";"J"
"99";"Systematikebene der Tätigkeiten ohne Berufsbezug";"J"
"999";"Systematikebene der Tätigkeiten ohne Berufsbezug";"J"
"9999";"Systematikebene der Tätigkeiten ohne Berufsbezug";"J"
"99999";"Systematikebene der Tätigkeiten ohne Berufsbezug";"J"
