"Kennziffer";"Berufsgruppe";"Gültig"
"33323";"Berufe Zimmerei-kompl.Spez.tät.";"J"
"3333";"Berufe Bautischlerei";"J"
"33332";"Berufe Bautischlerei-fachl.ausg.Tät.";"J"
"3334";"Berufe Glaserei";"J"
"33342";"Berufe Glaserei-fachl.ausg.Tät.";"J"
"3335";"Berufe Rollladen- & Jalousiebau";"J"
"33352";"Berufe Rollladen- & Jalousiebau-fachl.ausg.Tät.";"J"
"3339";"Aufsichtskr.-Trockenb.,Isolier.,Zimmer.,Glaser.,Rollladenbau";"J"
"33393";"Aufsichtskr.-Trockenb.,Isolier.,Zimmer.,Glaser.,Rollladenbau";"J"
"34";"Gebäude- & versorgungstechnische Berufe";"J"
"341";"Gebäudetechnik";"J"
"3410";"Berufe Gebäudetechnik (o.Spez.)";"J"
"34102";"Berufe Gebäudetechnik (o.Spez.)-fachl.ausg.Tät.";"J"
"34103";"Berufe Gebäudetechnik (o.Spez.)-kompl.Spez.tät.";"J"
"34104";"Berufe Gebäudetechnik (o.Spez.)-hoch kompl.Tät.";"J"
"3411";"Platz- & Gerätewarte/-wartinnen";"J"
"34112";"Platz- & Gerätewarte/-wartinnen-fachl.ausg.Tät.";"J"
"3419";"Aufsichtskr.-Gebäudetechnik";"J"
"34193";"Aufsichtskr.-Gebäudetechnik";"J"
"342";"Klempnerei, Sanitär-, Heizungs- & Klimatechnik";"J"
"3420";"Berufe Klempnerei (o.Spez.)";"J"
"34201";"Berufe Klempnerei (o.Spez.)-Helf./Anlerntät.";"J"
"34202";"Berufe Klempnerei (o.Spez.)-fachl.ausg.Tät.";"J"
"34203";"Berufe Klempnerei (o.Spez.)-kompl.Spez.tät.";"J"
"3421";"Berufe Sanitär-, Heizungs- & Klimatechnik";"J"
"34212";"Berufe Sanitär-, Heizungs- & Klimatechnik-fachl.ausg.Tät.";"J"
"34213";"Berufe Sanitär-, Heizungs- & Klimatechnik-kompl.Spez.tät.";"J"
"34214";"Berufe Sanitär-, Heizungs- & Klimatechnik-hoch kompl.Tät.";"J"
"3422";"Berufe Ofen- & Luftheizungsbau";"J"
"34222";"Berufe Ofen- & Luftheizungsbau-fachl.ausg.Tät.";"J"
"3423";"Berufe Kältetechnik";"J"
"34232";"Berufe Kältetechnik-fachl.ausg.Tät.";"J"
"34233";"Berufe Kältetechnik-kompl.Spez.tät.";"J"
"34234";"Berufe Kältetechnik-hoch kompl.Tät.";"J"
"3429";"Aufsichtskr.-Klempnerei, Sanitär-, Heizungs- & Klimatechnik";"J"
"34293";"Aufsichtskr.-Klempnerei, Sanitär-, Heizungs- & Klimatechnik";"J"
"343";"Ver- & Entsorgung";"J"
"3430";"Berufe Ver- & Entsorgung (o.Spez.)";"J"
"34301";"Berufe Ver- & Entsorgung (o.Spez.)-Helf./Anlerntät.";"J"
"34302";"Berufe Ver- & Entsorgung (o.Spez.)-fachl.ausg.Tät.";"J"
"34303";"Berufe Ver- & Entsorgung (o.Spez.)-kompl.Spez.tät.";"J"
"34304";"Berufe Ver- & Entsorgung (o.Spez.)-hoch kompl.Tät.";"J"
"3431";"Berufe Wasserversorgungs- & Abwassertechnik";"J"
"34312";"Berufe Wasserversorgungs- & Abwassertechnik-fachl.ausg.Tät.";"J"
"34313";"Berufe Wasserversorgungs- & Abwassertechnik-kompl.Spez.tät.";"J"
"34314";"Berufe Wasserversorgungs- & Abwassertechnik-hoch kompl.Tät.";"J"
"3432";"Berufe Rohrleitungsbau";"J"
"34322";"Berufe Rohrleitungsbau-fachl.ausg.Tät.";"J"
"34323";"Berufe Rohrleitungsbau-kompl.Spez.tät.";"J"
"34324";"Berufe Rohrleitungsbau-hoch kompl.Tät.";"J"
"3433";"Berufe Abfallwirtschaft";"J"
"34332";"Berufe Abfallwirtschaft-fachl.ausg.Tät.";"J"
"34333";"Berufe Abfallwirtschaft-kompl.Spez.tät.";"J"
"34334";"Berufe Abfallwirtschaft-hoch kompl.Tät.";"J"
"3434";"Berufe Anlagen-, Behälter- & Apparatebau";"J"
"34342";"Berufe Anlagen-, Behälter- & Apparatebau-fachl.ausg.Tät.";"J"
"34343";"Berufe Anlagen-, Behälter- & Apparatebau-kompl.Spez.tät.";"J"
"34344";"Berufe Anlagen-, Behälter- & Apparatebau-hoch kompl.Tät.";"J"
"3439";"Aufsichtskr.-Ver- & Entsorgung";"J"
"34393";"Aufsichtskr.-Ver- & Entsorgung";"J"
"4";"Naturwissenschaft, Geografie & Informatik";"J"
"41";"Mathematik-, Biologie-, Chemie- & Physikberufe";"J"
"411";"Mathematik & Statistik";"J"
"4110";"Berufe Mathematik (o.Spez.)";"J"
"41103";"Berufe Mathematik (o.Spez.)-kompl.Spez.tät.";"J"
"41104";"Berufe Mathematik (o.Spez.)-hoch kompl.Tät.";"J"
"4111";"Berufe Statistik";"J"
"41114";"Berufe Statistik-hoch kompl.Tät.";"J"
"4118";"Berufe Mathematik (sonst.spez.Tät.)";"J"
"41184";"Berufe Mathematik (sonst.spez.Tät.)-hoch kompl.Tät.";"J"
"4119";"Führungskr.-Mathematik & Statistik";"J"
"41194";"Führungskr.-Mathematik & Statistik";"J"
"412";"Biologie";"J"
"4120";"Berufe Biologie (o.Spez.)";"J"
"41203";"Berufe Biologie (o.Spez.)-kompl.Spez.tät.";"J"
"41204";"Berufe Biologie (o.Spez.)-hoch kompl.Tät.";"J"
"4121";"Berufe biologisch-technisches Laboratorium";"J"
"41212";"Berufe biologisch-technisches Laboratorium-fachl.ausg.Tät.";"J"
"41213";"Berufe biologisch-technisches Laboratorium-kompl.Spez.tät.";"J"
"41214";"Berufe biologisch-technisches Laboratorium-hoch kompl.Tät.";"J"
"4122";"Berufe biologische Präparation";"J"
"41222";"Berufe biologische Präparation-fachl.ausg.Tät.";"J"
"4123";"Berufe Biologie (Ökologie)";"J"
"41234";"Berufe Biologie (Ökologie)-hoch kompl.Tät.";"J"
"4124";"Berufe Biologie (Botanik)";"J"
"41244";"Berufe Biologie (Botanik)-hoch kompl.Tät.";"J"
"4125";"Berufe Biologie (Zoologie)";"J"
"41254";"Berufe Biologie (Zoologie)-hoch kompl.Tät.";"J"
"4126";"Berufe Biologie (Mikrobiologie)";"J"
"41264";"Berufe Biologie (Mikrobiologie)-hoch kompl.Tät.";"J"
"4127";"Berufe Biologie (Humanbiologie)";"J"
"41274";"Berufe Biologie (Humanbiologie)-hoch kompl.Tät.";"J"
"4128";"Berufe Biologie (sonst.spez.Tät.)";"J"
"41283";"Berufe Biologie (sonst.spez.Tät.)-kompl.Spez.tät.";"J"
"41284";"Berufe Biologie (sonst.spez.Tät.)-hoch kompl.Tät.";"J"
"4129";"Aufsichts- & Führungskr.-Biologie";"J"
"41293";"Aufsichtskr.-Biologie";"J"
"41294";"Führungskr.-Biologie";"J"
"413";"Chemie";"J"
"4130";"Berufe Chemie (o.Spez.)";"J"
"41303";"Berufe Chemie (o.Spez.)-kompl.Spez.tät.";"J"
"41304";"Berufe Chemie (o.Spez.)-hoch kompl.Tät.";"J"
"4131";"Berufe Chemie- & Pharmatechnik";"J"
"41311";"Berufe Chemie- & Pharmatechnik-Helf./Anlerntät.";"J"
"41312";"Berufe Chemie- & Pharmatechnik-fachl.ausg.Tät.";"J"
"41313";"Berufe Chemie- & Pharmatechnik-kompl.Spez.tät.";"J"
"41314";"Berufe Chemie- & Pharmatechnik-hoch kompl.Tät.";"J"
"4132";"Berufe chemisch-technisches Laboratorium";"J"
"41322";"Berufe chemisch-technisches Laboratorium-fachl.ausg.Tät.";"J"
"41323";"Berufe chemisch-technisches Laboratorium-kompl.Spez.tät.";"J"
"41324";"Berufe chemisch-technisches Laboratorium-hoch kompl.Tät.";"J"
"4133";"Steuerer/-innen chemische Verfahrensanlagen";"J"
"41333";"Steuerer/-innen chemische Verfahrensanlagen-kompl.Spez.tät.";"J"
"4134";"Steuerer/innen Erdöl-&Erdgasraffinationsanl.";"J"
"41343";"Steuerer/innen Erdöl-&Erdgasraffinationsanl.-kompl.Spez.tät.";"J"
"4138";"Berufe Chemie (sonst.spez.Tät.)";"J"
"41383";"Berufe Chemie (sonst.spez.Tät.)-kompl.Spez.tät.";"J"
"41384";"Berufe Chemie (sonst.spez.Tät.)-hoch kompl.Tät.";"J"
"4139";"Aufsichts- & Führungskr.-Chemie";"J"
"41393";"Aufsichtskr.-Chemie";"J"
"41394";"Führungskr.-Chemie";"J"
"414";"Physik";"J"
"4140";"Berufe Physik (o.Spez.)";"J"
"41403";"Berufe Physik (o.Spez.)-kompl.Spez.tät.";"J"
"41404";"Berufe Physik (o.Spez.)-hoch kompl.Tät.";"J"
"4141";"Berufe physikalisch-technisches Laboratorium";"J"
"41412";"Berufe physikalisch-technisches Laboratorium-fachl.ausg.Tät.";"J"
"41413";"Berufe physikalisch-technisches Laboratorium-kompl.Spez.tät.";"J"
"41414";"Berufe physikalisch-technisches Laboratorium-hoch kompl.Tät.";"J"
"4142";"Berufe Werkstofftechnik";"J"
"41422";"Berufe Werkstofftechnik-fachl.ausg.Tät.";"J"
"41423";"Berufe Werkstofftechnik-kompl.Spez.tät.";"J"
"41424";"Berufe Werkstofftechnik-hoch kompl.Tät.";"J"
"4143";"Berufe Baustoffprüfung";"J"
"41432";"Berufe Baustoffprüfung-fachl.ausg.Tät.";"J"
"41433";"Berufe Baustoffprüfung-kompl.Spez.tät.";"J"
"41434";"Berufe Baustoffprüfung-hoch kompl.Tät.";"J"
"4148";"Berufe Physik (sonst.spez.Tät.)";"J"
"41482";"Berufe Physik (sonst.spez.Tät.)-fachl.ausg.Tät.";"J"
"41483";"Berufe Physik (sonst.spez.Tät.)-kompl.Spez.tät.";"J"
"41484";"Berufe Physik (sonst.spez.Tät.)-hoch kompl.Tät.";"J"
"4149";"Aufsichts- & Führungskr.-Physik";"J"
"41493";"Aufsichtskr.-Physik";"J"
"41494";"Führungskr.-Physik";"J"
"42";"Geologie-, Geografie- & Umweltschutzberufe";"J"
"421";"Geologie, Geografie & Meteorologie";"J"
"4211";"Berufe Geotechnik";"J"
"42112";"Berufe Geotechnik-fachl.ausg.Tät.";"J"
"42113";"Berufe Geotechnik-kompl.Spez.tät.";"J"
"42114";"Berufe Geotechnik-hoch kompl.Tät.";"J"
"4212";"Berufe Geologie";"J"
"42124";"Berufe Geologie-hoch kompl.Tät.";"J"
"4213";"Berufe Geografie";"J"
"42134";"Berufe Geografie-hoch kompl.Tät.";"J"
"4214";"Berufe Meteorologie";"J"
"42142";"Berufe Meteorologie-fachl.ausg.Tät.";"J"
"42143";"Berufe Meteorologie-kompl.Spez.tät.";"J"
"42144";"Berufe Meteorologie-hoch kompl.Tät.";"J"
"422";"Umweltschutztechnik";"J"
"4220";"Berufe Umweltschutztechnik (o.Spez.)";"J"
"42202";"Berufe Umweltschutztechnik (o.Spez.)-fachl.ausg.Tät.";"J"
"42203";"Berufe Umweltschutztechnik (o.Spez.)-kompl.Spez.tät.";"J"
"42204";"Berufe Umweltschutztechnik (o.Spez.)-hoch kompl.Tät.";"J"
"4221";"Schornsteinfeger/innen";"J"
"42212";"Schornsteinfeger/innen-fachl.ausg.Tät.";"J"
"4228";"Berufe Umweltschutztechnik (sonst.spez.Tät.)";"J"
"42283";"Berufe Umweltschutztechnik (sonst.spez.Tät.)-kompl.Spez.tät.";"J"
"4229";"Aufsichtskr.-Umweltschutztechnik";"J"
"42293";"Aufsichtskr.-Umweltschutztechnik";"J"
"423";"Umweltmanagement & -beratung";"J"
"4231";"Berufe Umweltschutzverwaltung & -beratung";"J"
"42312";"Berufe Umweltschutzverwaltung & -beratung-fachl.ausg.Tät.";"J"
"42313";"Berufe Umweltschutzverwaltung & -beratung-kompl.Spez.tät.";"J"
"42314";"Berufe Umweltschutzverwaltung & -beratung-hoch kompl.Tät.";"J"
"4232";"Gewässer-, Immissionsschutz-& Abfallbeauftr.";"J"
"42323";"Gewässer-, Immissionsschutz-& Abfallbeauftr.-kompl.Spez.tät.";"J"
"42324";"Gewässer-, Immissionsschutz-& Abfallbeauftr.-hoch kompl.Tät.";"J"
"4233";"Strahlenschutzbeauftragte";"J"
"42333";"Strahlenschutzbeauftragte-kompl.Spez.tät.";"J"
"42334";"Strahlenschutzbeauftragte-hoch kompl.Tät.";"J"
"4239";"Führungskr.-Umweltmanagement & -beratung";"J"
"42394";"Führungskr.-Umweltmanagement & -beratung";"J"
"43";"Informatik-, Informations- & Kommunikationstechnologieberufe";"J"
"431";"Informatik";"J"
"4310";"Berufe Informatik (o.Spez.)";"J"
"43102";"Berufe Informatik (o.Spez.)-fachl.ausg.Tät.";"J"
"43103";"Berufe Informatik (o.Spez.)-kompl.Spez.tät.";"J"
"43104";"Berufe Informatik (o.Spez.)-hoch kompl.Tät.";"J"
"4311";"Berufe Wirtschaftsinformatik";"J"
"43112";"Berufe Wirtschaftsinformatik-fachl.ausg.Tät.";"J"
"43113";"Berufe Wirtschaftsinformatik-kompl.Spez.tät.";"J"
"43114";"Berufe Wirtschaftsinformatik-hoch kompl.Tät.";"J"
"4312";"Berufe technische Informatik";"J"
"43122";"Berufe technische Informatik-fachl.ausg.Tät.";"J"
"43123";"Berufe technische Informatik-kompl.Spez.tät.";"J"
"43124";"Berufe technische Informatik-hoch kompl.Tät.";"J"
"4313";"Berufe Bio- & Medizininformatik";"J"
"43134";"Berufe Bio- & Medizininformatik-hoch kompl.Tät.";"J"
"4314";"Berufe Geoinformatik";"J"
"43144";"Berufe Geoinformatik-hoch kompl.Tät.";"J"
"4315";"Berufe Medieninformatik";"J"
"43152";"Berufe Medieninformatik-fachl.ausg.Tät.";"J"
"43153";"Berufe Medieninformatik-kompl.Spez.tät.";"J"
"43154";"Berufe Medieninformatik-hoch kompl.Tät.";"J"
"4319";"Führungskr.-Informatik";"J"
"43194";"Führungskr.-Informatik";"J"
"432";"IT-Systemanalyse, IT-Anwendungsberatung & IT-Vertrieb";"J"
"4321";"Berufe IT-Systemanalyse";"J"
"43214";"Berufe IT-Systemanalyse-hoch kompl.Tät.";"J"
"4322";"Berufe IT-Anwendungsberatung";"J"
"43223";"Berufe IT-Anwendungsberatung-kompl.Spez.tät.";"J"
"43224";"Berufe IT-Anwendungsberatung-hoch kompl.Tät.";"J"
"4323";"Berufe IT-Vertrieb";"J"
"43233";"Berufe IT-Vertrieb-kompl.Spez.tät.";"J"
"4329";"Führungskr.-IT-Systemanalyse, IT-Anwendungsber. & IT-Vertr.";"J"
"43294";"Führungskr.-IT-Systemanalyse, IT-Anwendungsber. & IT-Vertr.";"J"
"433";"IT-Netzwerktechnik, IT-Koord., IT-Admin. & IT-Organisation";"J"
"4331";"Berufe IT-Netzwerktechnik";"J"
"43313";"Berufe IT-Netzwerktechnik-kompl.Spez.tät.";"J"
"43314";"Berufe IT-Netzwerktechnik-hoch kompl.Tät.";"J"
"4332";"Berufe IT-Koordination";"J"
"43323";"Berufe IT-Koordination-kompl.Spez.tät.";"J"
"4333";"Berufe IT-Organisation";"J"
"43333";"Berufe IT-Organisation-kompl.Spez.tät.";"J"
"4334";"Berufe IT-Systemadministation";"J"
"43343";"Berufe IT-Systemadministation-kompl.Spez.tät.";"J"
"4335";"Berufe Datenbankentwicklung & -administration";"J"
"43353";"Berufe Datenbankentwicklung &-administration-kompl.Spez.tät.";"J"
"4336";"Berufe Webadministration";"J"
"43363";"Berufe Webadministration-kompl.Spez.tät.";"J"
"4338";"Berufe IT-Netzw.-Adm&-Orga.(sonst.spez.Tät.)";"J"
"43383";"Berufe IT-Netzw.-Adm&-Orga.(sonst.spez.Tät.)-kompl.Spez.tät.";"J"
"43384";"Berufe IT-Netzw.-Adm&-Orga.(sonst.spez.Tät.)-hoch kompl.Tät.";"J"
"4339";"Führungskr.-IT-Netzwerkt., IT-Koord., IT-Admin. & IT-Orga.";"J"
"43394";"Führungskr.-IT-Netzwerkt., IT-Koord., IT-Admin. & IT-Orga.";"J"
"434";"Softwareentwicklung & Programmierung";"J"
"4341";"Berufe Softwareentwicklung";"J"
"43412";"Berufe Softwareentwicklung-fachl.ausg.Tät.";"J"
"43413";"Berufe Softwareentwicklung-kompl.Spez.tät.";"J"
"43414";"Berufe Softwareentwicklung-hoch kompl.Tät.";"J"
"4342";"Berufe Programmierung";"J"
"43423";"Berufe Programmierung-kompl.Spez.tät.";"J"
"4349";"Führungskr.-Softwareentwicklung & Programmierung";"J"
"43494";"Führungskr.-Softwareentwicklung & Programmierung";"J"
"5";"Verkehr, Logistik, Schutz & Sicherheit";"J"
"51";"Verkehrs- & Logistikberufe (außer Fahrzeugführung)";"J"
"511";"Technischer Betrieb des Eisenbahn-, Luft- & Schiffsverkehrs";"J"
"5111";"Berufe technischer Eisenbahnbetrieb";"J"
"51112";"Berufe technischer Eisenbahnbetrieb-fachl.ausg.Tät.";"J"
"51113";"Berufe technischer Eisenbahnbetrieb-kompl.Spez.tät.";"J"
"5112";"Berufe technischer Luftverkehrsbetrieb";"J"
"51122";"Berufe technischer Luftverkehrsbetrieb-fachl.ausg.Tät.";"J"
"51123";"Berufe technischer Luftverkehrsbetrieb-kompl.Spez.tät.";"J"
"5113";"Berufe technischer Schiffsverkehrsbetrieb";"J"
"51132";"Berufe technischer Schiffsverkehrsbetrieb-fachl.ausg.Tät.";"J"
"51133";"Berufe technischer Schiffsverkehrsbetrieb-kompl.Spez.tät.";"J"
"51134";"Berufe technischer Schiffsverkehrsbetrieb-hoch kompl.Tät.";"J"
"5118";"Berufe Betr.Eisenb,Luft&Schiffsv.(s.sp.Tät.)";"J"
"51182";"Berufe Betr.Eisenb,Luft&Schiffsv.(s.sp.Tät.)-fachl.ausg.Tät.";"J"
"51183";"Berufe Betr.Eisenb,Luft&Schiffsv.(s.sp.Tät.)-kompl.Spez.tät.";"J"
"5119";"Aufsichtskr.-Techn. Betrieb Eisenbahn-, Luft- & Schiffsverk.";"J"
"51193";"Aufsichtskr.-Techn. Betrieb Eisenbahn-, Luft- & Schiffsverk.";"J"
"512";"Überwachung & Wartung der Verkehrsinfrastruktur";"J"
"5121";"Straßen- & Tunnelwärter/innen";"J"
"51212";"Straßen- & Tunnelwärter/innen-fachl.ausg.Tät.";"J"
"5122";"Berufe Überwach.&Wart. Eisenbahninfrastrukt.";"J"
"51222";"Berufe Überwach.&Wart. Eisenbahninfrastrukt.-fachl.ausg.Tät.";"J"
"51223";"Berufe Überwach.&Wart. Eisenbahninfrastrukt.-kompl.Spez.tät.";"J"
"51224";"Berufe Überwach.&Wart. Eisenbahninfrastrukt.-hoch kompl.Tät.";"J"
"5123";"Berufe Flugsicherungstechnik";"J"
"51233";"Berufe Flugsicherungstechnik-kompl.Spez.tät.";"J"
"51234";"Berufe Flugsicherungstechnik-hoch kompl.Tät.";"J"
"5124";"Wasserstraßen- & Brückenwärter/innen";"J"
"51242";"Wasserstraßen- & Brückenwärter/innen-fachl.ausg.Tät.";"J"
"51243";"Wasserstraßen- & Brückenwärter/innen-kompl.Spez.tät.";"J"
"5129";"Aufsichtskr.-Überwachung & Wartung der Verkehrsinfrastruktur";"J"
"51293";"Aufsichtskr.-Überwachung & Wartung der Verkehrsinfrastruktur";"J"
"513";"Lagerwirtschaft, Post & Zustellung, Güterumschlag";"J"
"5131";"Berufe Lagerwirtschaft";"J"
"51311";"Berufe Lagerwirtschaft-Helf./Anlerntät.";"J"
"51312";"Berufe Lagerwirtschaft-fachl.ausg.Tät.";"J"
"5132";"Berufe Post- & Zustelldienste";"J"
"51321";"Berufe Post- & Zustelldienste-Helf./Anlerntät.";"J"
"51322";"Berufe Post- & Zustelldienste-fachl.ausg.Tät.";"J"
"5133";"Berufe Güter- & Warenumschlag";"J"
"51332";"Berufe Güter- & Warenumschlag-fachl.ausg.Tät.";"J"
"5139";"Aufsichts- & Führungskr.-Lagerw.,Post&Zustell.,Güterumschlag";"J"
"51393";"Aufsichtskr.-Lagerw.,Post&Zustell.,Güterumschlag";"J"
"51394";"Führungskr.-Lagerw.,Post&Zustell.,Güterumschlag";"J"
"514";"Servicekräfte Personenverkehr";"J"
"5141";"Servicefachkräfte Straßen- & Schienenverkehr";"J"
"51412";"Servicefachkräfte Straßen- & Schienenverkehr-fachl.ausg.Tät.";"J"
"5142";"Servicefachkräfte Luftverkehr";"J"
"51422";"Servicefachkrfte Luftverkehr-fachl.ausg.Tät.";"J"
"5143";"Servicefachkräfte Schiffsverkehr";"J"
"51432";"Servicefachkräfte Schiffsverkehr-fachl.ausg.Tät.";"J"
"5149";"Aufsichtskr.-Personenverkehr (Servicebereich)";"J"
"51493";"Aufsichtskr.-Personenverkehr (Service)";"J"
"515";"Überwachung & Steuerung des Verkehrsbetriebs";"J"
"5150";"Berufe Überw.&Steuer.Verkehrsbetr. (o.Spez.)";"J"
"51503";"Berufe Überw.&Steuer.Verkehrsbetr. (o.Spez.)-kompl.Spez.tät.";"J"
"51504";"Berufe Überw.&Steuer.Verkehrsbetr. (o.Spez.)-hoch kompl.Tät.";"J"
"5151";"Berufe Überwach.&Steuer.Straßenverkehrsbetr.";"J"
"51512";"Berufe Überwach.&Steuer.Straßenverkehrsbetr.-fachl.ausg.Tät.";"J"
"51513";"Berufe Überwach.&Steuer.Straßenverkehrsbetr.-kompl.Spez.tät.";"J"
"5152";"Berufe Überw.&Steuer.Eisenbahnverkehrsbetr.";"J"
"51522";"Berufe Überw.&Steuer.Eisenbahnverkehrsbetr.-fachl.ausg.Tät.";"J"
"51523";"Berufe Überw.&Steuer.Eisenbahnverkehrsbetr.-kompl.Spez.tät.";"J"
"5153";"Berufe Überwach. & Steuer. Luftverkehrsbetr.";"J"
"51532";"Berufe Überwach. & Steuer. Luftverkehrsbetr.-fachl.ausg.Tät.";"J"
"51533";"Berufe Überwach. & Steuer. Luftverkehrsbetr.-kompl.Spez.tät.";"J"
"51534";"Berufe Überwach. & Steuer. Luftverkehrsbetr.-hoch kompl.Tät.";"J"
"5154";"Berufe Überwach.&Steuer.Schiffsverkehrsbetr.";"J"
"51543";"Berufe Überwach.&Steuer.Schiffsverkehrsbetr.-kompl.Spez.tät.";"J"
"5158";"Berufe Überw.&Steu.Verkehrsbet.(s.spez.Tät.)";"J"
"51583";"Berufe Überw.&Steu.Verkehrsbet.(s.spez.Tät.)-kompl.Spez.tät.";"J"
"5159";"Aufsichts- & Führungskr.-Überwach. & Steuer. Verkehrsbetrieb";"J"
"51593";"Aufsichtskr.-Überwach. & Steuer. Verkehrsbetrieb";"J"
"51594";"Führungskr.-Überwach. & Steuer. Verkehrsbetrieb";"J"
"516";"Kaufleute-Verkehr & Logistik";"J"
"5161";"Verkehrskaufleute";"J"
"51613";"Verkehrskaufleute-kompl.Spez.tät.";"J"
"51614";"Verkehrskaufleute-hoch kompl.Tät.";"J"
"5162";"Speditions- & Logistikkaufleute";"J"
"51622";"Speditions- & Logistikkaufleute-fachl.ausg.Tät.";"J"
"51623";"Speditions- & Logistikkaufleute-kompl.Spez.tät.";"J"
"51624";"Speditions- & Logistikkaufleute-hoch kompl.Tät.";"J"
"5163";"Straßen- & Schienenverkehrskaufleute";"J"
"51632";"Straßen- & Schienenverkehrskaufleute-fachl.ausg.Tät.";"J"
"51633";"Straßen- & Schienenverkehrskaufleute-kompl.Spez.tät.";"J"
"5164";"Luftverkehrskaufleute";"J"
"51642";"Luftverkehrskaufleute-fachl.ausg.Tät.";"J"
"51643";"Luftverkehrskaufleute-kompl.Spez.tät.";"J"
"5165";"Schifffahrtskaufleute";"J"
"51652";"Schifffahrtskaufleute-fachl.ausg.Tät.";"J"
"51653";"Schifffahrtskaufleute-kompl.Spez.tät.";"J"
"5166";"Kurier-, Express-& Postdienstleistungskaufl.";"J"
"51662";"Kurier-, Express-& Postdienstleistungskaufl.-fachl.ausg.Tät.";"J"
"51663";"Kurier-, Express-& Postdienstleistungskaufl.-kompl.Spez.tät.";"J"
"5169";"Führungskr.-Verkehr & Logistik (kaufmännischer Bereich)";"J"
"51694";"Führungskr.-Verkehr & Logistik (kaufmännischer Bereich)";"J"
"52";"Führer/innen von Fahrzeug- & Transportgeräten";"J"
"521";"Fahrzeugführung Straßenverkehr";"J"
"5211";"Berufskraftfahrer/innen (Personentrans./PKW)";"J"
"52112";"Berufskraftfahrer/innen (Personentrans./PKW)-fachl.ausg.Tät.";"J"
"5212";"Berufskraftfahrer/innen (Güterverkehr/LKW)";"J"
"52122";"Berufskraftfahrer/innen (Güterverkehr/LKW)-fachl.ausg.Tät.";"J"
"5213";"Bus- & Straßenbahnfahrer/innen";"J"
"52132";"Bus- & Straßenbahnfahrer/innen-fachl.ausg.Tät.";"J"
"5218";"Fahrzeugführ. Straßenverk. (sonst.spez.Tät.)";"J"
"52182";"Fahrzeugführ. Straßenverk. (sonst.spez.Tät.)-fachl.ausg.Tät.";"J"
"522";"Fahrzeugführung Eisenbahnverkehr";"J"
"5220";"Triebfahrzeugführ.Eisenbahnverkehr (o.Spez.)";"J"
"52202";"Triebfahrzeugführ.Eisenbahnverkehr (o.Spez.)-fachl.ausg.Tät.";"J"
"523";"Fahrzeugführung Flugverkehr";"J"
"5231";"Piloten/Pilotinnen & Verkehrsflugzeugführ.";"J"
"52313";"Piloten/Pilotinnen & Verkehrsflugzeugführ.-kompl.Spez.tät.";"J"
"52314";"Piloten/Pilotinnen & Verkehrsflugzeugführ.-hoch kompl.Tät.";"J"
"5238";"Fahrzeugführ. Flugverkehr (sonst.spez.Tät.)";"J"
"52383";"Fahrzeugführ. Flugverkehr (sonst.spez.Tät.)-kompl.Spez.tät.";"J"
"52384";"Fahrzeugführ. Flugverkehr (sonst.spez.Tät.)-hoch kompl.Tät.";"J"
"524";"Fahrzeugführung Schiffsverkehr";"J"
"5241";"Nautisch. Schiffsoffizier. & Kapitäne/-innen";"J"
"52413";"Nautisch. Schiffsoffizier. & Kapitäne/-innen-kompl.Spez.tät.";"J"
"52414";"Nautisch. Schiffsoffizier. & Kapitäne/-innen-hoch kompl.Tät.";"J"
"5242";"Schiffsführer/innen Binnensch. & Hafenverk.";"J"
"52422";"Schiffsführer/innen Binnensch. & Hafenverk.-fachl.ausg.Tät.";"J"
"52423";"Schiffsführer/innen Binnensch. & Hafenverk.-kompl.Spez.tät.";"J"
"525";"Bau- & Transportgeräteführung";"J"
"5251";"Führer/innen land- & forstwirtsch. Maschinen";"J"
"52512";"Führer/innen land- & forstwirtsch. Maschinen-fachl.ausg.Tät.";"J"
"5252";"Führer/innen Erdbewegungs- & verw. Maschinen";"J"
"52522";"Führer/innen Erdbewegungs- & verw. Maschinen-fachl.ausg.Tät.";"J"
"5253";"Kranführ.,Aufzugsmasch.& Bed.verw.Hebeeinr.";"J"
"52531";"Kranführ.,Aufzugsmasch.& Bed.verw.Hebeeinr.-Helf./Anlerntät.";"J"
"52532";"Kranführ.,Aufzugsmasch.& Bed.verw.Hebeeinr.-fachl.ausg.Tät.";"J"
"5259";"Aufsichtskr.-Bau- & Transportgeräteführung";"J"
"52593";"Aufsichtskr.-Bau- & Transportgeräteführung";"J"
"53";"Schutz-, Sicherheits- & Überwachungsberufe";"J"
"531";"Objekt-, Personen-, Brandschutz, Arbeitssicherheit";"J"
"5311";"Berufe Objekt-, Werte- & Personenschutz";"J"
"53111";"Berufe Objekt-, Werte- & Personenschutz-Helf./Anlerntät.";"J"
"53112";"Berufe Objekt-, Werte- & Personenschutz-fachl.ausg.Tät.";"J"
"5312";"Berufe Arbeitssicherheit & Sicherheitstechn.";"J"
"53122";"Berufe Arbeitssicherheit & Sicherheitstechn.-fachl.ausg.Tät.";"J"
"53123";"Berufe Arbeitssicherheit & Sicherheitstechn.-kompl.Spez.tät.";"J"
"53124";"Berufe Arbeitssicherheit & Sicherheitstechn.-hoch kompl.Tät.";"J"
"5313";"Berufe Brandschutz";"J"
"53132";"Berufe Brandschutz-fachl.ausg.Tät.";"J"
